label,ip_len,total_len,proto,tos,tcp_offset,max_packet_len,min_packet_len,max_ipd,min_ipd,last ipd
1,5.0,348.0,6.0,0.0,8.0,1514.0,66.0,435.0,0.0,81.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,717.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,417.0,0.0,3.0
2,5.0,564.0,17.0,0.0,0.0,1074.0,52.0,441.0,0.0,9.0
1,5.0,54.0,6.0,0.0,5.0,1514.0,54.0,495.0,0.0,181.0
1,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,1434.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,195.0,0.0,0.0
2,5.0,1422.0,17.0,0.0,0.0,1422.0,142.0,1008.0,0.0,0.0
1,5.0,354.0,6.0,0.0,5.0,933.0,54.0,465.0,25.0,465.0
1,5.0,348.0,6.0,0.0,8.0,1505.0,66.0,379.0,0.0,376.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,980.0,0.0,3.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,226.0,0.0,0.0
1,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,0.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,717.0,0.0,0.0
0,5.0,1514.0,6.0,0.0,5.0,1514.0,54.0,2529.0,0.0,13.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,2165.0,0.0,0.0
2,5.0,52.0,17.0,0.0,0.0,1074.0,51.0,617.0,0.0,60.0
2,5.0,142.0,17.0,0.0,0.0,1422.0,142.0,1557.0,0.0,5.0
2,5.0,142.0,17.0,0.0,0.0,1422.0,142.0,834.0,0.0,6.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,975.0,0.0,4.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,195.0,0.0,1.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,437.0,0.0,53.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1036.0,0.0,11.0
2,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1198.0,0.0,0.0
0,5.0,216.0,6.0,0.0,5.0,1514.0,54.0,2026.0,0.0,15.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,375.0,0.0,7.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,1514.0,23.0,11.0,23.0
2,5.0,172.0,6.0,0.0,5.0,1514.0,54.0,413.0,0.0,103.0
2,5.0,54.0,6.0,0.0,5.0,1514.0,54.0,142.0,0.0,98.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,581.0,0.0,11.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,981.0,0.0,0.0
1,5.0,93.0,6.0,0.0,8.0,1484.0,66.0,1448.0,0.0,0.0
1,5.0,1147.0,6.0,0.0,8.0,1494.0,66.0,1478.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,375.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,982.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,775.0,0.0,4.0
1,5.0,1149.0,6.0,0.0,8.0,1494.0,66.0,1106.0,0.0,680.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,22.0,0.0,5.0
1,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,600.0,0.0,2.0
0,5.0,1498.0,6.0,0.0,5.0,1498.0,54.0,2004.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1474.0,66.0,1614.0,0.0,487.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,172.0,0.0,0.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,52.0,577.0,0.0,0.0
2,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,2082.0,0.0,0.0
2,5.0,1036.0,6.0,160.0,8.0,1514.0,66.0,888.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1510.0,66.0,1212.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,232.0,0.0,21.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,268.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,473.0,54.0,196.0,0.0,196.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,867.0,0.0,16.0
1,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1803.0,0.0,5.0
1,5.0,54.0,6.0,0.0,5.0,473.0,54.0,721.0,6.0,721.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,417.0,0.0,4.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,226.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,2165.0,0.0,2.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,226.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,19.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,438.0,0.0,0.0
0,5.0,1514.0,6.0,0.0,5.0,1514.0,54.0,900.0,0.0,4.0
0,5.0,54.0,6.0,0.0,5.0,1514.0,54.0,2026.0,0.0,3.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,1861.0,0.0,0.0
0,5.0,54.0,6.0,0.0,5.0,1514.0,54.0,2026.0,0.0,0.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,52.0,591.0,0.0,0.0
2,5.0,54.0,6.0,0.0,5.0,1514.0,54.0,220.0,0.0,54.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,226.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,1532.0,0.0,0.0
0,5.0,355.0,6.0,0.0,5.0,1514.0,54.0,2019.0,0.0,984.0
2,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,988.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,1555.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,749.0,0.0,3.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,194.0,0.0,2.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,52.0,695.0,0.0,410.0
2,5.0,56.0,17.0,0.0,0.0,1074.0,52.0,619.0,0.0,4.0
2,5.0,1514.0,6.0,0.0,8.0,1514.0,66.0,2.0,2.0,2.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,413.0,0.0,11.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,987.0,0.0,4.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,932.0,0.0,23.0
2,5.0,742.0,6.0,0.0,8.0,1514.0,66.0,1869.0,0.0,61.0
2,5.0,1514.0,6.0,160.0,8.0,1514.0,1514.0,68.0,0.0,0.0
2,5.0,1422.0,17.0,0.0,0.0,1422.0,142.0,748.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,226.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1036.0,0.0,7.0
2,5.0,66.0,6.0,0.0,8.0,1494.0,66.0,641.0,0.0,12.0
0,5.0,54.0,6.0,0.0,5.0,1498.0,54.0,1996.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,226.0,0.0,2.0
1,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1435.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,22.0,0.0,0.0
0,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,455.0,0.0,178.0
2,5.0,1074.0,17.0,0.0,0.0,1074.0,51.0,617.0,0.0,0.0
2,5.0,66.0,6.0,0.0,8.0,1474.0,66.0,927.0,0.0,560.0
1,5.0,66.0,6.0,0.0,8.0,1484.0,66.0,1465.0,0.0,256.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,1455.0,0.0,10.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,2148.0,0.0,0.0
0,5.0,1494.0,6.0,0.0,8.0,1494.0,66.0,754.0,0.0,13.0
2,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,2141.0,0.0,0.0
1,5.0,66.0,6.0,0.0,8.0,1514.0,66.0,404.0,0.0,30.0
